source_node|target_node|edge_label
5997|1972|likes
5998|1989|shares
5999|2006|mentions
6000|2023|friendship
6001|2040|follows
6002|2057|likes
6003|2074|shares
6004|2091|mentions
6005|2108|friendship
6006|2125|follows
6007|2142|likes
6008|2159|shares
6009|2176|mentions
6010|2193|friendship
6011|2210|follows
6012|2227|likes
6013|2244|shares
6014|2261|mentions
6015|2278|friendship
6016|2295|follows
6017|2312|likes
6018|2329|shares
6019|2346|mentions
6020|2363|friendship
6021|2380|follows
6022|2397|likes
6023|2414|shares
6024|2431|mentions
6025|2448|friendship
6026|2465|follows
6027|2482|likes
6028|2499|shares
6029|2516|mentions
6030|2533|friendship
6031|2550|follows
6032|2567|likes
6033|2584|shares
6034|2601|mentions
6035|2618|friendship
6036|2635|follows
6037|2652|likes
6038|2669|shares
6039|2686|mentions
6040|2703|friendship
6041|2720|follows
6042|2737|likes
6043|2754|shares
6044|2771|mentions
6045|2788|friendship
6046|2805|follows
6047|2822|likes
6048|2839|shares
6049|2856|mentions
6050|2873|friendship
6051|2890|follows
6052|2907|likes
6053|2924|shares
6054|2941|mentions
6055|2958|friendship
6056|2975|follows
6057|2992|likes
6058|3009|shares
6059|3026|mentions
6060|3043|friendship
6061|3060|follows
6062|3077|likes
6063|3094|shares
6064|3111|mentions
6065|3128|friendship
6066|3145|follows
6067|3162|likes
6068|3179|shares
6069|3196|mentions
6070|3213|friendship
6071|3230|follows
6072|3247|likes
6073|3264|shares
6074|3281|mentions
6075|3298|friendship
6076|3315|follows
6077|3332|likes
6078|3349|shares
6079|3366|mentions
6080|3383|friendship
6081|3400|follows
6082|3417|likes
6083|3434|shares
6084|3451|mentions
6085|3468|friendship
6086|3485|follows
6087|3502|likes
6088|3519|shares
6089|3536|mentions
6090|3553|friendship
6091|3570|follows
6092|3587|likes
6093|3604|shares
6094|3621|mentions
6095|3638|friendship
6096|3655|follows
6097|3672|likes
6098|3689|shares
6099|3706|mentions
6100|3723|friendship
6101|3740|follows
6102|3757|likes
6103|3774|shares
6104|3791|mentions
6105|3808|friendship
6106|3825|follows
6107|3842|likes
6108|3859|shares
6109|3876|mentions
6110|3893|friendship
6111|3910|follows
6112|3927|likes
6113|3944|shares
6114|3961|mentions
6115|3978|friendship
6116|3995|follows
6117|4012|likes
6118|4029|shares
6119|4046|mentions
6120|4063|friendship
6121|4080|follows
6122|4097|likes
6123|4114|shares
6124|4131|mentions
6125|4148|friendship
6126|4165|follows
6127|4182|likes
6128|4199|shares
6129|4216|mentions
6130|4233|friendship
6131|4250|follows
6132|4267|likes
6133|4284|shares
6134|4301|mentions
6135|4318|friendship
6136|4335|follows
6137|4352|likes
6138|4369|shares
6139|4386|mentions
6140|4403|friendship
6141|4420|follows
6142|4437|likes
6143|4454|shares
6144|4471|mentions
6145|4488|friendship
6146|4505|follows
6147|4522|likes
6148|4539|shares
6149|4556|mentions
6150|4573|friendship
6151|4590|follows
6152|4607|likes
6153|4624|shares
6154|4641|mentions
6155|4658|friendship
6156|4675|follows
6157|4692|likes
6158|4709|shares
6159|4726|mentions
6160|4743|friendship
6161|4760|follows
6162|4777|likes
6163|4794|shares
6164|4811|mentions
6165|4828|friendship
6166|4845|follows
6167|4862|likes
6168|4879|shares
6169|4896|mentions
6170|4913|friendship
6171|4930|follows
6172|4947|likes
6173|4964|shares
6174|4981|mentions
6175|4998|friendship
6176|5015|follows
6177|5032|likes
6178|5049|shares
6179|5066|mentions
6180|5083|friendship
6181|5100|follows
6182|5117|likes
6183|5134|shares
6184|5151|mentions
6185|5168|friendship
6186|5185|follows
6187|5202|likes
6188|5219|shares
6189|5236|mentions
6190|5253|friendship
6191|5270|follows
6192|5287|likes
6193|5304|shares
6194|5321|mentions
6195|5338|friendship
6196|5355|follows
6197|5372|likes
6198|5389|shares
6199|5406|mentions
6200|5423|friendship
6201|5440|follows
6202|5457|likes
6203|5474|shares
6204|5491|mentions
6205|5508|friendship
6206|5525|follows
6207|5542|likes
6208|5559|shares
6209|5576|mentions
6210|5593|friendship
6211|5610|follows
6212|5627|likes
6213|5644|shares
6214|5661|mentions
6215|5678|friendship
6216|5695|follows
6217|5712|likes
6218|5729|shares
6219|5746|mentions
6220|5763|friendship
6221|5780|follows
6222|5797|likes
6223|5814|shares
6224|5831|mentions
6225|5848|friendship
6226|5865|follows
6227|5882|likes
6228|5899|shares
6229|5916|mentions
6230|5933|friendship
6231|5950|follows
6232|5967|likes
6233|5984|shares
6234|6001|mentions
6235|6018|friendship
6236|6035|follows
6237|6052|likes
6238|6069|shares
6239|6086|mentions
6240|6103|friendship
6241|6120|follows
6242|6137|likes
6243|6154|shares
6244|6171|mentions
6245|6188|friendship
6246|6205|follows
6247|6222|likes
6248|6239|shares
6249|6256|mentions
6250|6273|friendship
6251|6290|follows
6252|6307|likes
6253|6324|shares
6254|6341|mentions
6255|6358|friendship
6256|6375|follows
6257|6392|likes
6258|6409|shares
6259|6426|mentions
6260|6443|friendship
6261|6460|follows
6262|6477|likes
6263|6494|shares
6264|6511|mentions
6265|6528|friendship
6266|6545|follows
6267|6562|likes
6268|6579|shares
6269|6596|mentions
6270|6613|friendship
6271|6630|follows
6272|6647|likes
6273|6664|shares
6274|6681|mentions
6275|6698|friendship
6276|6715|follows
6277|6732|likes
6278|6749|shares
6279|6766|mentions
6280|6783|friendship
6281|6800|follows
6282|6817|likes
6283|6834|shares
6284|6851|mentions
6285|6868|friendship
6286|6885|follows
6287|6902|likes
6288|6919|shares
6289|6936|mentions
6290|6953|friendship
6291|6970|follows
6292|6987|likes
6293|7004|shares
6294|7021|mentions
6295|7038|friendship
6296|7055|follows
6297|7072|likes
6298|7089|shares
6299|7106|mentions
6300|7123|friendship
6301|7140|follows
6302|7157|likes
6303|7174|shares
6304|7191|mentions
6305|7208|friendship
6306|7225|follows
6307|7242|likes
6308|7259|shares
6309|7276|mentions
6310|7293|friendship
6311|7310|follows
6312|7327|likes
6313|7344|shares
6314|7361|mentions
6315|7378|friendship
6316|7395|follows
6317|7412|likes
6318|7429|shares
6319|7446|mentions
6320|7463|friendship
6321|7480|follows
6322|7497|likes
6323|7514|shares
6324|7531|mentions
6325|7548|friendship
6326|7565|follows
6327|7582|likes
6328|7599|shares
6329|7616|mentions
6330|7633|friendship
6331|7650|follows
6332|7667|likes
6333|7684|shares
6334|7701|mentions
6335|7718|friendship
6336|7735|follows
6337|7752|likes
6338|7769|shares
6339|7786|mentions
6340|7803|friendship
6341|7820|follows
6342|7837|likes
6343|7854|shares
6344|7871|mentions
6345|7888|friendship
6346|7905|follows
6347|7922|likes
6348|7939|shares
6349|7956|mentions
6350|7973|friendship
6351|7990|follows
6352|8007|likes
6353|8024|shares
6354|8041|mentions
6355|8058|friendship
6356|8075|follows
6357|8092|likes
6358|8109|shares
6359|8126|mentions
6360|8143|friendship
6361|8160|follows
6362|8177|likes
6363|8194|shares
6364|8211|mentions
6365|8228|friendship
6366|8245|follows
6367|8262|likes
6368|8279|shares
6369|8296|mentions
6370|8313|friendship
6371|8330|follows
6372|8347|likes
6373|8364|shares
6374|8381|mentions
6375|8398|friendship
6376|8415|follows
6377|8432|likes
6378|8449|shares
6379|8466|mentions
6380|8483|friendship
6381|8500|follows
6382|8517|likes
6383|8534|shares
6384|8551|mentions
6385|8568|friendship
6386|8585|follows
6387|8602|likes
6388|8619|shares
6389|8636|mentions
6390|8653|friendship
6391|8670|follows
6392|8687|likes
6393|8704|shares
6394|8721|mentions
6395|8738|friendship
6396|8755|follows
6397|8772|likes
6398|8789|shares
6399|8806|mentions
6400|8823|friendship
6401|8840|follows
6402|8857|likes
6403|8874|shares
6404|8891|mentions
6405|8908|friendship
6406|8925|follows
6407|8942|likes
6408|8959|shares
6409|8976|mentions
6410|8993|friendship
6411|9010|follows
6412|9027|likes
6413|9044|shares
6414|9061|mentions
6415|9078|friendship
6416|9095|follows
6417|9112|likes
6418|9129|shares
6419|9146|mentions
6420|9163|friendship
6421|9180|follows
6422|9197|likes
6423|9214|shares
6424|9231|mentions
6425|9248|friendship
6426|9265|follows
6427|9282|likes
6428|9299|shares
6429|9316|mentions
6430|9333|friendship
6431|9350|follows
6432|9367|likes
6433|9384|shares
6434|9401|mentions
6435|9418|friendship
6436|9435|follows
6437|9452|likes
6438|9469|shares
6439|9486|mentions
6440|9503|friendship
6441|9520|follows
6442|9537|likes
6443|9554|shares
6444|9571|mentions
6445|9588|friendship
6446|9605|follows
6447|9622|likes
6448|9639|shares
6449|9656|mentions
6450|9673|friendship
6451|9690|follows
6452|9707|likes
6453|9724|shares
6454|9741|mentions
6455|9758|friendship
6456|9775|follows
6457|9792|likes
6458|9809|shares
6459|9826|mentions
6460|9843|friendship
6461|9860|follows
6462|9877|likes
6463|9894|shares
6464|9911|mentions
6465|9928|friendship
6466|9945|follows
6467|9962|likes
6468|9979|shares
6469|9996|mentions
6470|13|friendship
6471|30|follows
6472|47|likes
6473|64|shares
6474|81|mentions
6475|98|friendship
6476|115|follows
6477|132|likes
6478|149|shares
6479|166|mentions
6480|183|friendship
6481|200|follows
6482|217|likes
6483|234|shares
6484|251|mentions
6485|268|friendship
6486|285|follows
6487|302|likes
6488|319|shares
6489|336|mentions
6490|353|friendship
6491|370|follows
6492|387|likes
6493|404|shares
6494|421|mentions
6495|438|friendship
6496|455|follows
6497|472|likes
6498|489|shares
6499|506|mentions
6500|523|friendship
6501|540|follows
6502|557|likes
6503|574|shares
6504|591|mentions
6505|608|friendship
6506|625|follows
6507|642|likes
6508|659|shares
6509|676|mentions
6510|693|friendship
6511|710|follows
6512|727|likes
6513|744|shares
6514|761|mentions
6515|778|friendship
6516|795|follows
6517|812|likes
6518|829|shares
6519|846|mentions
6520|863|friendship
6521|880|follows
6522|897|likes
6523|914|shares
6524|931|mentions
6525|948|friendship
6526|965|follows
6527|982|likes
6528|999|shares
6529|1016|mentions
6530|1033|friendship
6531|1050|follows
6532|1067|likes
6533|1084|shares
6534|1101|mentions
6535|1118|friendship
6536|1135|follows
6537|1152|likes
6538|1169|shares
6539|1186|mentions
6540|1203|friendship
6541|1220|follows
6542|1237|likes
6543|1254|shares
6544|1271|mentions
6545|1288|friendship
6546|1305|follows
6547|1322|likes
6548|1339|shares
6549|1356|mentions
6550|1373|friendship
6551|1390|follows
6552|1407|likes
6553|1424|shares
6554|1441|mentions
6555|1458|friendship
6556|1475|follows
6557|1492|likes
6558|1509|shares
6559|1526|mentions
6560|1543|friendship
6561|1560|follows
6562|1577|likes
6563|1594|shares
6564|1611|mentions
6565|1628|friendship
6566|1645|follows
6567|1662|likes
6568|1679|shares
6569|1696|mentions
6570|1713|friendship
6571|1730|follows
6572|1747|likes
6573|1764|shares
6574|1781|mentions
6575|1798|friendship
6576|1815|follows
6577|1832|likes
6578|1849|shares
6579|1866|mentions
6580|1883|friendship
6581|1900|follows
6582|1917|likes
6583|1934|shares
6584|1951|mentions
6585|1968|friendship
6586|1985|follows
6587|2002|likes
6588|2019|shares
6589|2036|mentions
6590|2053|friendship
6591|2070|follows
6592|2087|likes
6593|2104|shares
6594|2121|mentions
6595|2138|friendship
6596|2155|follows
6597|2172|likes
6598|2189|shares
6599|2206|mentions
6600|2223|friendship
6601|2240|follows
6602|2257|likes
6603|2274|shares
6604|2291|mentions
6605|2308|friendship
6606|2325|follows
6607|2342|likes
6608|2359|shares
6609|2376|mentions
6610|2393|friendship
6611|2410|follows
6612|2427|likes
6613|2444|shares
6614|2461|mentions
6615|2478|friendship
6616|2495|follows
6617|2512|likes
6618|2529|shares
6619|2546|mentions
6620|2563|friendship
6621|2580|follows
6622|2597|likes
6623|2614|shares
6624|2631|mentions
6625|2648|friendship
6626|2665|follows
6627|2682|likes
6628|2699|shares
6629|2716|mentions
6630|2733|friendship
6631|2750|follows
6632|2767|likes
6633|2784|shares
6634|2801|mentions
6635|2818|friendship
6636|2835|follows
6637|2852|likes
6638|2869|shares
6639|2886|mentions
6640|2903|friendship
6641|2920|follows
6642|2937|likes
6643|2954|shares
6644|2971|mentions
6645|2988|friendship
6646|3005|follows
6647|3022|likes
6648|3039|shares
6649|3056|mentions
6650|3073|friendship
6651|3090|follows
6652|3107|likes
6653|3124|shares
6654|3141|mentions
6655|3158|friendship
6656|3175|follows
6657|3192|likes
6658|3209|shares
6659|3226|mentions
6660|3243|friendship
6661|3260|follows
6662|3277|likes
6663|3294|shares
6664|3311|mentions
6665|3328|friendship
6666|3345|follows
6667|3362|likes
6668|3379|shares
6669|3396|mentions
6670|3413|friendship
6671|3430|follows
6672|3447|likes
6673|3464|shares
6674|3481|mentions
6675|3498|friendship
6676|3515|follows
6677|3532|likes
6678|3549|shares
6679|3566|mentions
6680|3583|friendship
6681|3600|follows
6682|3617|likes
6683|3634|shares
6684|3651|mentions
6685|3668|friendship
6686|3685|follows
6687|3702|likes
6688|3719|shares
6689|3736|mentions
6690|3753|friendship
6691|3770|follows
6692|3787|likes
6693|3804|shares
6694|3821|mentions
6695|3838|friendship
6696|3855|follows
6697|3872|likes
6698|3889|shares
6699|3906|mentions
6700|3923|friendship
6701|3940|follows
6702|3957|likes
6703|3974|shares
6704|3991|mentions
6705|4008|friendship
6706|4025|follows
6707|4042|likes
6708|4059|shares
6709|4076|mentions
6710|4093|friendship
6711|4110|follows
6712|4127|likes
6713|4144|shares
6714|4161|mentions
6715|4178|friendship
6716|4195|follows
6717|4212|likes
6718|4229|shares
6719|4246|mentions
6720|4263|friendship
6721|4280|follows
6722|4297|likes
6723|4314|shares
6724|4331|mentions
6725|4348|friendship
6726|4365|follows
6727|4382|likes
6728|4399|shares
6729|4416|mentions
6730|4433|friendship
6731|4450|follows
6732|4467|likes
6733|4484|shares
6734|4501|mentions
6735|4518|friendship
6736|4535|follows
6737|4552|likes
6738|4569|shares
6739|4586|mentions
6740|4603|friendship
6741|4620|follows
6742|4637|likes
6743|4654|shares
6744|4671|mentions
6745|4688|friendship
6746|4705|follows
6747|4722|likes
6748|4739|shares
6749|4756|mentions
6750|4773|friendship
6751|4790|follows
6752|4807|likes
6753|4824|shares
6754|4841|mentions
6755|4858|friendship
6756|4875|follows
6757|4892|likes
6758|4909|shares
6759|4926|mentions
6760|4943|friendship
6761|4960|follows
6762|4977|likes
6763|4994|shares
6764|5011|mentions
6765|5028|friendship
6766|5045|follows
6767|5062|likes
6768|5079|shares
6769|5096|mentions
6770|5113|friendship
6771|5130|follows
6772|5147|likes
6773|5164|shares
6774|5181|mentions
6775|5198|friendship
6776|5215|follows
6777|5232|likes
6778|5249|shares
6779|5266|mentions
6780|5283|friendship
6781|5300|follows
6782|5317|likes
6783|5334|shares
6784|5351|mentions
6785|5368|friendship
6786|5385|follows
6787|5402|likes
6788|5419|shares
6789|5436|mentions
6790|5453|friendship
6791|5470|follows
6792|5487|likes
6793|5504|shares
6794|5521|mentions
6795|5538|friendship
6796|5555|follows
6797|5572|likes
6798|5589|shares
6799|5606|mentions
6800|5623|friendship
6801|5640|follows
6802|5657|likes
6803|5674|shares
6804|5691|mentions
6805|5708|friendship
6806|5725|follows
6807|5742|likes
6808|5759|shares
6809|5776|mentions
6810|5793|friendship
6811|5810|follows
6812|5827|likes
6813|5844|shares
6814|5861|mentions
6815|5878|friendship
6816|5895|follows
6817|5912|likes
6818|5929|shares
6819|5946|mentions
6820|5963|friendship
6821|5980|follows
6822|5997|likes
6823|6014|shares
6824|6031|mentions
6825|6048|friendship
6826|6065|follows
6827|6082|likes
6828|6099|shares
6829|6116|mentions
6830|6133|friendship
6831|6150|follows
6832|6167|likes
6833|6184|shares
6834|6201|mentions
6835|6218|friendship
6836|6235|follows
6837|6252|likes
6838|6269|shares
6839|6286|mentions
6840|6303|friendship
6841|6320|follows
6842|6337|likes
6843|6354|shares
6844|6371|mentions
6845|6388|friendship
6846|6405|follows
6847|6422|likes
6848|6439|shares
6849|6456|mentions
6850|6473|friendship
6851|6490|follows
6852|6507|likes
6853|6524|shares
6854|6541|mentions
6855|6558|friendship
6856|6575|follows
6857|6592|likes
6858|6609|shares
6859|6626|mentions
6860|6643|friendship
6861|6660|follows
6862|6677|likes
6863|6694|shares
6864|6711|mentions
6865|6728|friendship
6866|6745|follows
6867|6762|likes
6868|6779|shares
6869|6796|mentions
6870|6813|friendship
6871|6830|follows
6872|6847|likes
6873|6864|shares
6874|6881|mentions
6875|6898|friendship
6876|6915|follows
6877|6932|likes
6878|6949|shares
6879|6966|mentions
6880|6983|friendship
6881|7000|follows
6882|7017|likes
6883|7034|shares
6884|7051|mentions
6885|7068|friendship
6886|7085|follows
6887|7102|likes
6888|7119|shares
6889|7136|mentions
6890|7153|friendship
6891|7170|follows
6892|7187|likes
6893|7204|shares
6894|7221|mentions
6895|7238|friendship
6896|7255|follows
6897|7272|likes
6898|7289|shares
6899|7306|mentions
6900|7323|friendship
6901|7340|follows
6902|7357|likes
6903|7374|shares
6904|7391|mentions
6905|7408|friendship
6906|7425|follows
6907|7442|likes
6908|7459|shares
6909|7476|mentions
6910|7493|friendship
6911|7510|follows
6912|7527|likes
6913|7544|shares
6914|7561|mentions
6915|7578|friendship
6916|7595|follows
6917|7612|likes
6918|7629|shares
6919|7646|mentions
6920|7663|friendship
6921|7680|follows
6922|7697|likes
6923|7714|shares
6924|7731|mentions
6925|7748|friendship
6926|7765|follows
6927|7782|likes
6928|7799|shares
6929|7816|mentions
6930|7833|friendship
6931|7850|follows
6932|7867|likes
6933|7884|shares
6934|7901|mentions
6935|7918|friendship
6936|7935|follows
6937|7952|likes
6938|7969|shares
6939|7986|mentions
6940|8003|friendship
6941|8020|follows
6942|8037|likes
6943|8054|shares
6944|8071|mentions
6945|8088|friendship
6946|8105|follows
6947|8122|likes
6948|8139|shares
6949|8156|mentions
6950|8173|friendship
6951|8190|follows
6952|8207|likes
6953|8224|shares
6954|8241|mentions
6955|8258|friendship
6956|8275|follows
6957|8292|likes
6958|8309|shares
6959|8326|mentions
6960|8343|friendship
6961|8360|follows
6962|8377|likes
6963|8394|shares
6964|8411|mentions
6965|8428|friendship
6966|8445|follows
6967|8462|likes
6968|8479|shares
6969|8496|mentions
6970|8513|friendship
6971|8530|follows
6972|8547|likes
6973|8564|shares
6974|8581|mentions
6975|8598|friendship
6976|8615|follows
6977|8632|likes
6978|8649|shares
6979|8666|mentions
6980|8683|friendship
6981|8700|follows
6982|8717|likes
6983|8734|shares
6984|8751|mentions
6985|8768|friendship
6986|8785|follows
6987|8802|likes
6988|8819|shares
6989|8836|mentions
6990|8853|friendship
6991|8870|follows
6992|8887|likes
6993|8904|shares
6994|8921|mentions
6995|8938|friendship
6996|8955|follows
6997|8972|likes
6998|8989|shares
6999|9006|mentions
7000|9023|friendship
7001|9040|follows
7002|9057|likes
7003|9074|shares
7004|9091|mentions
7005|9108|friendship
7006|9125|follows
7007|9142|likes
7008|9159|shares
7009|9176|mentions
7010|9193|friendship
7011|9210|follows
7012|9227|likes
7013|9244|shares
7014|9261|mentions
7015|9278|friendship
7016|9295|follows
7017|9312|likes
7018|9329|shares
7019|9346|mentions
7020|9363|friendship
7021|9380|follows
7022|9397|likes
7023|9414|shares
7024|9431|mentions
7025|9448|friendship
7026|9465|follows
7027|9482|likes
7028|9499|shares
7029|9516|mentions
7030|9533|friendship
7031|9550|follows
7032|9567|likes
7033|9584|shares
7034|9601|mentions
7035|9618|friendship
7036|9635|follows
7037|9652|likes
7038|9669|shares
7039|9686|mentions
7040|9703|friendship
7041|9720|follows
7042|9737|likes
7043|9754|shares
7044|9771|mentions
7045|9788|friendship
7046|9805|follows
7047|9822|likes
7048|9839|shares
7049|9856|mentions
7050|9873|friendship
7051|9890|follows
7052|9907|likes
7053|9924|shares
7054|9941|mentions
7055|9958|friendship
7056|9975|follows
7057|9992|likes
7058|9|shares
7059|26|mentions
7060|43|friendship
7061|60|follows
7062|77|likes
7063|94|shares
7064|111|mentions
7065|128|friendship
7066|145|follows
7067|162|likes
7068|179|shares
7069|196|mentions
7070|213|friendship
7071|230|follows
7072|247|likes
7073|264|shares
7074|281|mentions
7075|298|friendship
7076|315|follows
7077|332|likes
7078|349|shares
7079|366|mentions
7080|383|friendship
7081|400|follows
7082|417|likes
7083|434|shares
7084|451|mentions
7085|468|friendship
7086|485|follows
7087|502|likes
7088|519|shares
7089|536|mentions
7090|553|friendship
7091|570|follows
7092|587|likes
7093|604|shares
7094|621|mentions
7095|638|friendship
7096|655|follows
7097|672|likes
7098|689|shares
7099|706|mentions
7100|723|friendship
7101|740|follows
7102|757|likes
7103|774|shares
7104|791|mentions
7105|808|friendship
7106|825|follows
7107|842|likes
7108|859|shares
7109|876|mentions
7110|893|friendship
7111|910|follows
7112|927|likes
7113|944|shares
7114|961|mentions
7115|978|friendship
7116|995|follows
7117|1012|likes
7118|1029|shares
7119|1046|mentions
7120|1063|friendship
7121|1080|follows
7122|1097|likes
7123|1114|shares
7124|1131|mentions
7125|1148|friendship
7126|1165|follows
7127|1182|likes
7128|1199|shares
7129|1216|mentions
7130|1233|friendship
7131|1250|follows
7132|1267|likes
7133|1284|shares
7134|1301|mentions
7135|1318|friendship
7136|1335|follows
7137|1352|likes
7138|1369|shares
7139|1386|mentions
7140|1403|friendship
7141|1420|follows
7142|1437|likes
7143|1454|shares
7144|1471|mentions
7145|1488|friendship
7146|1505|follows
7147|1522|likes
7148|1539|shares
7149|1556|mentions
7150|1573|friendship
7151|1590|follows
7152|1607|likes
7153|1624|shares
7154|1641|mentions
7155|1658|friendship
7156|1675|follows
7157|1692|likes
7158|1709|shares
7159|1726|mentions
7160|1743|friendship
7161|1760|follows
7162|1777|likes
7163|1794|shares
7164|1811|mentions
7165|1828|friendship
7166|1845|follows
7167|1862|likes
7168|1879|shares
7169|1896|mentions
7170|1913|friendship
7171|1930|follows
7172|1947|likes
7173|1964|shares
7174|1981|mentions
7175|1998|friendship
7176|2015|follows
7177|2032|likes
7178|2049|shares
7179|2066|mentions
7180|2083|friendship
7181|2100|follows
7182|2117|likes
7183|2134|shares
7184|2151|mentions
7185|2168|friendship
7186|2185|follows
7187|2202|likes
7188|2219|shares
7189|2236|mentions
7190|2253|friendship
7191|2270|follows
7192|2287|likes
7193|2304|shares
7194|2321|mentions
7195|2338|friendship
7196|2355|follows
7197|2372|likes
7198|2389|shares
7199|2406|mentions
7200|2423|friendship
7201|2440|follows
7202|2457|likes
7203|2474|shares
7204|2491|mentions
7205|2508|friendship
7206|2525|follows
7207|2542|likes
7208|2559|shares
7209|2576|mentions
7210|2593|friendship
7211|2610|follows
7212|2627|likes
7213|2644|shares
7214|2661|mentions
7215|2678|friendship
7216|2695|follows
7217|2712|likes
7218|2729|shares
7219|2746|mentions
7220|2763|friendship
7221|2780|follows
7222|2797|likes
7223|2814|shares
7224|2831|mentions
7225|2848|friendship
7226|2865|follows
7227|2882|likes
7228|2899|shares
7229|2916|mentions
7230|2933|friendship
7231|2950|follows
7232|2967|likes
7233|2984|shares
7234|3001|mentions
7235|3018|friendship
7236|3035|follows
7237|3052|likes
7238|3069|shares
7239|3086|mentions
7240|3103|friendship
7241|3120|follows
7242|3137|likes
7243|3154|shares
7244|3171|mentions
7245|3188|friendship
7246|3205|follows
7247|3222|likes
7248|3239|shares
7249|3256|mentions
7250|3273|friendship
7251|3290|follows
7252|3307|likes
7253|3324|shares
7254|3341|mentions
7255|3358|friendship
7256|3375|follows
7257|3392|likes
7258|3409|shares
7259|3426|mentions
7260|3443|friendship
7261|3460|follows
7262|3477|likes
7263|3494|shares
7264|3511|mentions
7265|3528|friendship
7266|3545|follows
7267|3562|likes
7268|3579|shares
7269|3596|mentions
7270|3613|friendship
7271|3630|follows
7272|3647|likes
7273|3664|shares
7274|3681|mentions
7275|3698|friendship
7276|3715|follows
7277|3732|likes
7278|3749|shares
7279|3766|mentions
7280|3783|friendship
7281|3800|follows
7282|3817|likes
7283|3834|shares
7284|3851|mentions
7285|3868|friendship
7286|3885|follows
7287|3902|likes
7288|3919|shares
7289|3936|mentions
7290|3953|friendship
7291|3970|follows
7292|3987|likes
7293|4004|shares
7294|4021|mentions
7295|4038|friendship
7296|4055|follows
7297|4072|likes
7298|4089|shares
7299|4106|mentions
7300|4123|friendship
7301|4140|follows
7302|4157|likes
7303|4174|shares
7304|4191|mentions
7305|4208|friendship
7306|4225|follows
7307|4242|likes
7308|4259|shares
7309|4276|mentions
7310|4293|friendship
7311|4310|follows
7312|4327|likes
7313|4344|shares
7314|4361|mentions
7315|4378|friendship
7316|4395|follows
7317|4412|likes
7318|4429|shares
7319|4446|mentions
7320|4463|friendship
7321|4480|follows
7322|4497|likes
7323|4514|shares
7324|4531|mentions
7325|4548|friendship
7326|4565|follows
7327|4582|likes
7328|4599|shares
7329|4616|mentions
7330|4633|friendship
7331|4650|follows
7332|4667|likes
7333|4684|shares
7334|4701|mentions
7335|4718|friendship
7336|4735|follows
7337|4752|likes
7338|4769|shares
7339|4786|mentions
7340|4803|friendship
7341|4820|follows
7342|4837|likes
7343|4854|shares
7344|4871|mentions
7345|4888|friendship
7346|4905|follows
7347|4922|likes
7348|4939|shares
7349|4956|mentions
7350|4973|friendship
7351|4990|follows
7352|5007|likes
7353|5024|shares
7354|5041|mentions
7355|5058|friendship
7356|5075|follows
7357|5092|likes
7358|5109|shares
7359|5126|mentions
7360|5143|friendship
7361|5160|follows
7362|5177|likes
7363|5194|shares
7364|5211|mentions
7365|5228|friendship
7366|5245|follows
7367|5262|likes
7368|5279|shares
7369|5296|mentions
7370|5313|friendship
7371|5330|follows
7372|5347|likes
7373|5364|shares
7374|5381|mentions
7375|5398|friendship
7376|5415|follows
7377|5432|likes
7378|5449|shares
7379|5466|mentions
7380|5483|friendship
7381|5500|follows
7382|5517|likes
7383|5534|shares
7384|5551|mentions
7385|5568|friendship
7386|5585|follows
7387|5602|likes
7388|5619|shares
7389|5636|mentions
7390|5653|friendship
7391|5670|follows
7392|5687|likes
7393|5704|shares
7394|5721|mentions
7395|5738|friendship
7396|5755|follows
7397|5772|likes
7398|5789|shares
7399|5806|mentions
7400|5823|friendship
7401|5840|follows
7402|5857|likes
7403|5874|shares
7404|5891|mentions
7405|5908|friendship
7406|5925|follows
7407|5942|likes
7408|5959|shares
7409|5976|mentions
7410|5993|friendship
7411|6010|follows
7412|6027|likes
7413|6044|shares
7414|6061|mentions
7415|6078|friendship
7416|6095|follows
7417|6112|likes
7418|6129|shares
7419|6146|mentions
7420|6163|friendship
7421|6180|follows
7422|6197|likes
7423|6214|shares
7424|6231|mentions
7425|6248|friendship
7426|6265|follows
7427|6282|likes
7428|6299|shares
7429|6316|mentions
7430|6333|friendship
7431|6350|follows
7432|6367|likes
7433|6384|shares
7434|6401|mentions
7435|6418|friendship
7436|6435|follows
7437|6452|likes
7438|6469|shares
7439|6486|mentions
7440|6503|friendship
7441|6520|follows
7442|6537|likes
7443|6554|shares
7444|6571|mentions
7445|6588|friendship
7446|6605|follows
7447|6622|likes
7448|6639|shares
7449|6656|mentions
7450|6673|friendship
7451|6690|follows
7452|6707|likes
7453|6724|shares
7454|6741|mentions
7455|6758|friendship
7456|6775|follows
7457|6792|likes
7458|6809|shares
7459|6826|mentions
7460|6843|friendship
7461|6860|follows
7462|6877|likes
7463|6894|shares
7464|6911|mentions
7465|6928|friendship
7466|6945|follows
7467|6962|likes
7468|6979|shares
7469|6996|mentions
7470|7013|friendship
7471|7030|follows
7472|7047|likes
7473|7064|shares
7474|7081|mentions
7475|7098|friendship
7476|7115|follows
7477|7132|likes
7478|7149|shares
7479|7166|mentions
7480|7183|friendship
7481|7200|follows
7482|7217|likes
7483|7234|shares
7484|7251|mentions
7485|7268|friendship
7486|7285|follows
7487|7302|likes
7488|7319|shares
7489|7336|mentions
7490|7353|friendship
7491|7370|follows
7492|7387|likes
7493|7404|shares
7494|7421|mentions
7495|7438|friendship
7496|7455|follows
